X,Y
625,1104
625,1103
623,1103
623,1102
621,1102
621,1104
622,1104
622,1106
623,1106
623,1107
624,1107
624,1110
623,1110
623,1111
622,1111
622,1112
621,1112
621,1113
620,1113
620,1114
618,1114
618,1115
610,1115
610,1114
607,1114
607,1113
606,1113
606,1110
611,1110
611,1111
614,1111
614,1110
615,1110
615,1105
614,1105
614,1103
613,1103
613,1101
612,1101
612,1100
610,1100
610,1099
609,1099
609,1098
608,1098
608,1097
607,1097
607,1096
606,1096
606,1095
605,1095
605,1096
604,1096
604,1099
603,1099
603,1100
599,1100
599,1099
597,1099
597,1098
590,1098
590,1097
588,1097
588,1100
587,1100
587,1101
582,1101
582,1100
576,1100
576,1099
575,1099
575,1100
573,1100
573,1101
569,1101
569,1097
570,1097
570,1096
571,1096
571,1095
572,1095
572,1093
571,1093
571,1094
569,1094
569,1095
563,1095
563,1094
562,1094
562,1095
560,1095
560,1096
554,1096
554,1095
544,1095
544,1094
542,1094
542,1093
540,1093
540,1092
537,1092
537,1091
535,1091
535,1090
528,1090
528,1079
527,1079
527,1077
526,1077
526,1068
525,1068
525,1066
524,1066
524,1065
522,1065
522,1064
519,1064
519,1063
517,1063
517,1062
511,1062
511,1061
510,1061
510,1060
509,1060
509,1058
505,1058
505,1059
503,1059
503,1060
500,1060
500,1059
499,1059
499,1058
498,1058
498,1057
497,1057
497,1056
492,1056
492,1055
491,1055
491,1054
489,1054
489,1053
487,1053
487,1054
486,1054
486,1056
487,1056
487,1057
488,1057
488,1058
489,1058
489,1059
490,1059
490,1062
484,1062
484,1061
482,1061
482,1060
481,1060
481,1056
480,1056
480,1054
479,1054
479,1053
478,1053
478,1052
476,1052
476,1051
470,1051
470,1048
469,1048
469,1047
468,1047
468,1046
462,1046
462,1045
459,1045
459,1044
458,1044
458,1043
457,1043
457,1042
456,1042
456,1033
457,1033
457,1032
455,1032
455,1034
454,1034
454,1035
453,1035
453,1036
452,1036
452,1037
451,1037
451,1038
446,1038
446,1033
447,1033
447,1032
446,1032
446,1030
445,1030
445,1029
444,1029
444,1028
443,1028
443,1027
442,1027
442,1025
441,1025
441,1023
440,1023
440,1022
438,1022
438,1021
437,1021
437,1020
435,1020
435,1019
433,1019
433,1018
425,1018
425,1015
426,1015
426,1014
427,1014
427,1013
428,1013
428,1012
439,1012
439,1011
438,1011
438,1010
436,1010
436,1009
434,1009
434,1008
430,1008
430,1009
424,1009
424,1008
423,1008
423,1007
422,1007
422,1005
420,1005
420,1004
418,1004
418,1003
417,1003
417,1002
416,1002
416,1001
415,1001
415,997
414,997
414,995
413,995
413,993
412,993
412,992
411,992
411,991
409,991
409,990
407,990
407,989
402,989
402,988
401,988
401,987
400,987
400,986
399,986
399,985
398,985
398,983
399,983
399,981
400,981
400,980
399,980
399,978
398,978
398,977
394,977
394,978
392,978
392,979
389,979
389,978
388,978
388,975
389,975
389,973
390,973
390,971
391,971
391,970
390,970
390,969
387,969
387,970
383,970
383,969
382,969
382,967
383,967
383,966
384,966
384,965
385,965
385,964
387,964
387,963
392,963
392,962
393,962
393,961
391,961
391,960
390,960
390,959
389,959
389,955
390,955
390,951
389,951
389,950
388,950
388,949
386,949
386,948
382,948
382,949
381,949
381,950
380,950
380,951
378,951
378,944
377,944
377,942
376,942
376,940
375,940
375,938
374,938
374,937
373,937
373,936
372,936
372,935
371,935
371,932
372,932
372,931
373,931
373,930
374,930
374,929
375,929
375,927
376,927
376,926
375,926
375,924
373,924
373,923
366,923
366,922
365,922
365,918
366,918
366,914
365,914
365,913
364,913
364,912
363,912
363,911
364,911
364,910
367,910
367,909
369,909
369,908
370,908
370,906
365,906
365,905
364,905
364,896
363,896
363,895
362,895
362,894
361,894
361,893
360,893
360,892
359,892
359,887
360,887
360,886
362,886
362,887
364,887
364,888
366,888
366,889
367,889
367,887
365,887
365,886
364,886
364,885
363,885
363,881
364,881
364,879
362,879
362,880
361,880
361,881
360,881
360,882
359,882
359,881
358,881
358,880
357,880
357,876
358,876
358,875
359,875
359,874
360,874
360,872
361,872
361,870
362,870
362,868
363,868
363,866
365,866
365,867
366,867
366,868
367,868
367,869
368,869
368,870
369,870
369,872
370,872
370,873
372,873
372,871
371,871
371,869
370,869
370,868
369,868
369,866
368,866
368,862
367,862
367,860
366,860
366,855
367,855
367,854
368,854
368,853
369,853
369,852
377,852
377,849
375,849
375,848
368,848
368,847
363,847
363,846
362,846
362,847
360,847
360,848
359,848
359,849
357,849
357,848
356,848
356,846
357,846
357,845
358,845
358,844
359,844
359,843
360,843
360,842
361,842
361,841
362,841
362,840
369,840
369,838
368,838
368,837
367,837
367,836
366,836
366,832
367,832
367,830
365,830
365,829
364,829
364,827
365,827
365,826
367,826
367,827
368,827
368,830
369,830
369,829
370,829
370,827
371,827
371,825
372,825
372,824
373,824
373,822
374,822
374,818
373,818
373,814
374,814
374,813
375,813
375,812
376,812
376,811
377,811
377,810
378,810
378,809
373,809
373,808
372,808
372,807
371,807
371,802
372,802
372,793
373,793
373,791
374,791
374,790
375,790
375,789
378,789
378,790
386,790
386,789
388,789
388,786
386,786
386,785
385,785
385,784
384,784
384,779
385,779
385,776
386,776
386,775
387,775
387,774
388,774
388,773
389,773
389,772
390,772
390,771
391,771
391,770
392,770
392,769
393,769
393,767
394,767
394,765
395,765
395,763
394,763
394,752
395,752
395,751
398,751
398,752
401,752
401,749
402,749
402,748
403,748
403,746
404,746
404,744
405,744
405,742
406,742
406,738
407,738
407,737
408,737
408,736
409,736
409,735
410,735
410,734
413,734
413,738
414,738
414,739
415,739
415,738
416,738
416,736
415,736
415,734
414,734
414,732
420,732
420,736
421,736
421,738
422,738
422,739
424,739
424,737
423,737
423,733
422,733
422,732
421,732
421,731
419,731
419,730
418,730
418,729
417,729
417,728
416,728
416,727
415,727
415,726
414,726
414,725
413,725
413,719
414,719
414,718
416,718
416,719
417,719
417,720
418,720
418,722
419,722
419,723
420,723
420,724
421,724
421,723
423,723
423,722
424,722
424,721
425,721
425,720
427,720
427,719
428,719
428,718
429,718
429,716
430,716
430,715
431,715
431,714
432,714
432,713
434,713
434,714
435,714
435,715
436,715
436,717
437,717
437,719
438,719
438,724
439,724
439,727
441,727
441,724
442,724
442,723
443,723
443,722
444,722
444,720
445,720
445,718
446,718
446,713
447,713
447,712
451,712
451,711
453,711
453,710
454,710
454,708
455,708
455,707
454,707
454,705
452,705
452,704
450,704
450,703
449,703
449,700
450,700
450,699
453,699
453,698
454,698
454,696
453,696
453,693
455,693
