X,Y
1276,596
1277,596
1277,595
1278,595
1278,594
1280,594
1280,593
1281,593
1281,592
1282,592
1282,588
1281,588
1281,586
1280,586
1280,581
1283,581
1283,582
1284,582
1284,583
1285,583
1285,584
1288,584
1288,579
1289,579
1289,578
1291,578
1291,577
1292,577
1292,576
1291,576
1291,575
1290,575
1290,574
1288,574
1288,573
1282,573
1282,572
1281,572
1281,571
1280,571
1280,570
1278,570
1278,569
1277,569
1277,570
1276,570
1276,571
1277,571
1277,572
1278,572
1278,573
1279,573
1279,574
1280,574
1280,576
1279,576
1279,577
1278,577
1278,578
1277,578
1277,579
1276,579
1276,580
1274,580
1274,579
1272,579
1272,578
1268,578
1268,579
1263,579
1263,578
1260,578
1260,579
1258,579
1258,580
1255,580
1255,579
1254,579
1254,576
1255,576
1255,574
1256,574
1256,573
1255,573
1255,569
1256,569
1256,568
1257,568
1257,567
1261,567
1261,568
1262,568
1262,570
1264,570
1264,566
1265,566
1265,561
1268,561
1268,562
1270,562
1270,563
1274,563
1274,560
1273,560
1273,555
1274,555
1274,554
1276,554
1276,555
1277,555
1277,556
1278,556
1278,555
1279,555
1279,548
1280,548
1280,547
1281,547
1281,546
1282,546
1282,545
1287,545
1287,544
1288,544
1288,543
1289,543
1289,541
1290,541
1290,540
1291,540
1291,539
1292,539
1292,538
1294,538
1294,537
1295,537
1295,536
1297,536
1297,537
1298,537
1298,538
1299,538
1299,539
1300,539
1300,540
1301,540
1301,541
1302,541
1302,542
1303,542
1303,543
1305,543
1305,542
1306,542
1306,539
1307,539
1307,538
1308,538
1308,537
1309,537
1309,536
1310,536
1310,535
1311,535
1311,534
1312,534
1312,532
1313,532
1313,530
1314,530
1314,529
1316,529
1316,528
1318,528
1318,527
1323,527
1323,525
1324,525
1324,523
1325,523
1325,521
1326,521
1326,518
1325,518
1325,516
1324,516
1324,512
1325,512
1325,511
1327,511
1327,510
1329,510
1329,509
1330,509
1330,508
1331,508
1331,507
1332,507
1332,506
1335,506
