X,Y
1377,1005
1377,1004
1376,1004
1376,1003
1375,1003
1375,1002
1374,1002
1374,1001
1373,1001
1373,1000
1371,1000
1371,999
1369,999
1369,998
1366,998
1366,997
1365,997
1365,996
1364,996
1364,995
1363,995
1363,991
1362,991
1362,989
1361,989
1361,988
1360,988
1360,987
1358,987
1358,986
1356,986
1356,985
1354,985
1354,984
1350,984
1350,986
1355,986
1355,987
1356,987
1356,988
1357,988
1357,989
1358,989
1358,990
1359,990
1359,991
1358,991
1358,992
1354,992
1354,991
1352,991
1352,990
1350,990
1350,991
1349,991
1349,999
1341,999
1341,998
1339,998
1339,997
1338,997
1338,996
1337,996
1337,995
1336,995
1336,994
1335,994
1335,993
1334,993
1334,994
1331,994
1331,993
1330,993
1330,986
1334,986
1334,985
1335,985
1335,984
1334,984
1334,983
1333,983
1333,984
1328,984
1328,983
1326,983
1326,982
1325,982
1325,983
1322,983
1322,982
1321,982
1321,981
1320,981
1320,980
1319,980
1319,978
1318,978
1318,974
1319,974
1319,968
1320,968
1320,967
1321,967
1321,966
1322,966
1322,965
1326,965
1326,964
1328,964
1328,963
1332,963
1332,964
1333,964
1333,965
1334,965
1334,966
1336,966
1336,967
1337,967
1337,966
1338,966
1338,960
1339,960
1339,955
1340,955
1340,954
1343,954
1343,955
1344,955
1344,956
1347,956
1347,954
1346,954
1346,953
1345,953
1345,952
1343,952
1343,951
1341,951
1341,950
1339,950
1339,949
1332,949
1332,950
1330,950
1330,951
1328,951
1328,952
1322,952
1322,953
1320,953
1320,954
1319,954
1319,957
1324,957
1324,958
1325,958
1325,960
1324,960
1324,961
1323,961
1323,962
1322,962
1322,963
1321,963
1321,964
1319,964
1319,965
1316,965
1316,964
1315,964
1315,961
1314,961
1314,959
1312,959
1312,958
1308,958
1308,956
1309,956
1309,955
1310,955
1310,954
1311,954
1311,953
1312,953
1312,952
1313,952
1313,948
1311,948
1311,947
1310,947
1310,946
1309,946
1309,945
1308,945
1308,944
1306,944
1306,943
1305,943
1305,942
1304,942
1304,941
1302,941
1302,940
1300,940
1300,939
1295,939
1295,940
1293,940
1293,941
1292,941
1292,942
1288,942
1288,941
1286,941
1286,940
1284,940
1284,939
1283,939
1283,938
1282,938
1282,937
1281,937
1281,934
1280,934
1280,932
1279,932
1279,924
1278,924
1278,922
1277,922
1277,916
1278,916
1278,910
1277,910
1277,908
1276,908
1276,906
1275,906
1275,904
1274,904
1274,903
1273,903
1273,901
1272,901
1272,899
1271,899
1271,898
1270,898
1270,896
1269,896
1269,893
1270,893
1270,892
1271,892
1271,891
1272,891
1272,890
1274,890
1274,888
1275,888
1275,885
1276,885
1276,884
1277,884
1277,882
1276,882
1276,881
1274,881
1274,880
1273,880
1273,879
1272,879
1272,878
1271,878
1271,876
1278,876
1278,875
1277,875
1277,874
1276,874
1276,867
1277,867
1277,864
1278,864
1278,862
1279,862
1279,858
1278,858
1278,852
1279,852
1279,850
1280,850
1280,846
1279,846
1279,844
1278,844
1278,840
1279,840
1279,836
1278,836
1278,835
1277,835
1277,830
1278,830
1278,829
1279,829
1279,828
1280,828
1280,827
1281,827
1281,824
1279,824
1279,823
1274,823
1274,822
1273,822
1273,818
1274,818
1274,816
1275,816
1275,815
1276,815
1276,814
1277,814
1277,813
1278,813
1278,812
1280,812
1280,813
1281,813
1281,817
1282,817
1282,818
1283,818
1283,819
1284,819
1284,820
1285,820
1285,823
1284,823
1284,825
1294,825
1294,824
1296,824
1296,823
1297,823
1297,822
1298,822
1298,821
1299,821
1299,820
1300,820
1300,819
1301,819
1301,812
1302,812
1302,811
1303,811
1303,810
1304,810
1304,809
1305,809
1305,808
1306,808
1306,807
1307,807
1307,806
1310,806
1310,805
1311,805
1311,804
1312,804
1312,803
1321,803
1321,802
1325,802
1325,801
1326,801
1326,800
1325,800
1325,799
1324,799
1324,797
1321,797
1321,798
1319,798
1319,793
1318,793
1318,792
1314,792
1314,791
1313,791
1313,786
1312,786
1312,783
1311,783
1311,778
1312,778
1312,777
1317,777
1317,778
1318,778
1318,779
1319,779
1319,780
1320,780
1320,784
1321,784
1321,786
1322,786
1322,788
1323,788
1323,790
1324,790
1324,791
1325,791
1325,792
1326,792
1326,793
1328,793
1328,792
1331,792
1331,791
1333,791
1333,790
1335,790
1335,789
1337,789
1337,788
1338,788
1338,787
1340,787
1340,785
1341,785
1341,784
1340,784
1340,782
1338,782
1338,783
1337,783
1337,785
1336,785
1336,787
1335,787
1335,788
1334,788
1334,789
1330,789
1330,788
1329,788
1329,785
1330,785
1330,782
1328,782
1328,781
1324,781
1324,780
1323,780
1323,779
1322,779
1322,778
1321,778
1321,777
1320,777
1320,776
1318,776
1318,775
1316,775
1316,774
1307,774
1307,773
1306,773
1306,771
1307,771
1307,769
1300,769
1300,768
1298,768
1298,767
1297,767
1297,763
1298,763
1298,762
1303,762
1303,763
1305,763
1305,764
1311,764
1311,765
1316,765
1316,764
1315,764
1315,763
1314,763
1314,761
1315,761
1315,760
1317,760
1317,761
1318,761
1318,762
1319,762
1319,763
1320,763
1320,762
1322,762
1322,761
1325,761
1325,762
1326,762
1326,763
1327,763
1327,764
1328,764
1328,766
1329,766
1329,767
1331,767
1331,766
1333,766
1333,765
1334,765
1334,764
1343,764
1343,765
1344,765
1344,766
1345,766
1345,767
1346,767
1346,768
1348,768
1348,769
1349,769
1349,768
1350,768
1350,766
1348,766
1348,765
1346,765
1346,764
1344,764
1344,763
1342,763
1342,762
1335,762
1335,761
1334,761
1334,755
1337,755
1337,756
1340,756
1340,750
1341,750
1341,749
1342,749
1342,748
1344,748
1344,747
1346,747
1346,746
1347,746
1347,745
1348,745
1348,744
1355,744
1355,743
1356,743
1356,734
1357,734
1357,733
1359,733
1359,734
1360,734
1360,735
1361,735
1361,745
1360,745
1360,746
1359,746
1359,748
1358,748
1358,749
1359,749
1359,750
1367,750
1367,751
1380,751
1380,750
1382,750
1382,749
1387,749
1387,750
1388,750
1388,755
1389,755
1389,757
1390,757
1390,762
1389,762
1389,764
1388,764
1388,765
1389,765
1389,767
1391,767
1391,768
1393,768
1393,769
1395,769
1395,770
1397,770
1397,771
1402,771
1402,772
1403,772
1403,777
1402,777
1402,779
1401,779
1401,780
1402,780
1402,782
1404,782
1404,781
1405,781
1405,776
1406,776
1406,775
1407,775
1407,774
1408,774
1408,766
1409,766
1409,765
1411,765
1411,766
1412,766
1412,767
1413,767
1413,768
1414,768
1414,775
1413,775
1413,778
1414,778
1414,779
1415,779
1415,780
1417,780
1417,781
1419,781
1419,780
1420,780
1420,777
1417,777
1417,775
1418,775
1418,774
1419,774
1419,773
1420,773
1420,772
1421,772
1421,771
1422,771
1422,770
1423,770
1423,769
1424,769
1424,766
1423,766
1423,765
1424,765
1424,764
1425,764
1425,763
1426,763
1426,762
1427,762
1427,761
1430,761
1430,762
1431,762
1431,763
1432,763
1432,764
1433,764
1433,769
1432,769
1432,770
1431,770
1431,771
1430,771
1430,772
1429,772
1429,773
1427,773
1427,774
1426,774
1426,776
1428,776
1428,777
1430,777
1430,776
1431,776
1431,775
1432,775
1432,774
1433,774
1433,773
1435,773
1435,774
1436,774
1436,775
1437,775
1437,778
1436,778
1436,779
1435,779
1435,780
1434,780
1434,782
1436,782
1436,781
1438,781
1438,782
1439,782
1439,783
1440,783
1440,784
1441,784
1441,785
1442,785
1442,786
1444,786
1444,787
1446,787
1446,788
1448,788
1448,789
1450,789
1450,788
1452,788
1452,787
1454,787
1454,786
1457,786
1457,783
1456,783
1456,782
1455,782
1455,781
1454,781
1454,780
1453,780
1453,779
1452,779
1452,778
1451,778
1451,777
1450,777
1450,771
1451,771
1451,770
1454,770
1454,771
1455,771
1455,772
1456,772
1456,774
1457,774
1457,776
1458,776
1458,775
1459,775
1459,772
1458,772
1458,770
1457,770
1457,769
1456,769
1456,768
1455,768
1455,765
1456,765
1456,764
1457,764
1457,763
1459,763
1459,762
1465,762
1465,761
1467,761
1467,760
1469,760
1469,759
1470,759
1470,758
1471,758
1471,756
1470,756
1470,753
1471,753
1471,752
1477,752
1477,751
1478,751
1478,749
1476,749
1476,750
1473,750
1473,749
1472,749
1472,745
1473,745
1473,740
1474,740
1474,739
1475,739
1475,738
1479,738
1479,739
1480,739
1480,745
1479,745
1479,747
1478,747
1478,748
1480,748
1480,747
1484,747
1484,746
1485,746
1485,743
1484,743
1484,736
1485,736
1485,734
1486,734
1486,733
1487,733
1487,732
1488,732
1488,731
1489,731
1489,730
1491,730
1491,731
1492,731
1492,735
1491,735
1491,736
1490,736
1490,738
1489,738
1489,740
1488,740
1488,741
1489,741
1489,743
1490,743
1490,745
1491,745
1491,747
1492,747
1492,749
1493,749
1493,750
1494,750
1494,751
1495,751
1495,752
1496,752
1496,753
1497,753
1497,757
1496,757
1496,758
1495,758
1495,759
1494,759
1494,760
1493,760
1493,761
1491,761
1491,762
1490,762
1490,764
1489,764
1489,767
1493,767
1493,766
1495,766
1495,765
1497,765
1497,764
1498,764
1498,762
1499,762
1499,758
1503,758
1503,757
1505,757
1505,753
1504,753
1504,751
1503,751
1503,749
1504,749
1504,748
1509,748
1509,747
1511,747
1511,746
1513,746
1513,745
1514,745
1514,744
1515,744
1515,743
1516,743
1516,742
1519,742
1519,741
1521,741
1521,739
1522,739
1522,738
1523,738
1523,737
1524,737
1524,736
1525,736
1525,735
1532,735
1532,736
1537,736
1537,737
1538,737
1538,738
1540,738
1540,739
1544,739
1544,738
1546,738
1546,734
1545,734
1545,733
1543,733
1543,732
1541,732
1541,731
1539,731
1539,730
1538,730
1538,731
1536,731
1536,732
1529,732
1529,731
1520,731
1520,732
1515,732
1515,733
1513,733
1513,734
1511,734
1511,735
1506,735
1506,734
1505,734
1505,733
1504,733
1504,732
1503,732
1503,731
1502,731
1502,730
1501,730
1501,726
1507,726
1507,727
1512,727
1512,726
1514,726
1514,725
1516,725
1516,724
1518,724
1518,723
1519,723
1519,722
1520,722
1520,721
1522,721
1522,720
1527,720
1527,721
1530,721
1530,720
1532,720
1532,719
1537,719
